,날짜,관리구분,품목,품종,등급,현재고,현재중량
3638,22.08.08,수입과일,오렌지,호주,56과,176,3168.0
3639,22.08.29,수입과일,오렌지,호주,56과,294,5292.0
3640,22.09.05,수입과일,오렌지,호주,56과,546,9828.0
3641,22.09.12,수입과일,오렌지,호주,56과,458,8244.0
3642,22.09.19,수입과일,오렌지,호주,56과,252,4536.0
3643,22.10.03,수입과일,오렌지,호주,56과,378,6804.0
3644,22.10.10,수입과일,오렌지,호주,56과,378,6804.0
3645,22.10.17,수입과일,오렌지,호주,56과,378,6804.0
3646,22.10.24,수입과일,오렌지,호주,56과,378,6804.0
3647,22.10.31,수입과일,오렌지,호주,56과,252,4536.0
3648,22.11.07,수입과일,오렌지,호주,56과,252,4536.0
3649,22.11.14,수입과일,오렌지,호주,56과,229,4122.0
3650,22.11.21,수입과일,오렌지,호주,56과,81,1458.0
3651,22.11.28,수입과일,오렌지,호주,56과,19,342.0
3652,23.08.07,수입과일,오렌지,호주,56과,17,306.0
3653,23.08.14,수입과일,오렌지,호주,56과,240,3600.0
3654,23.08.21,수입과일,오렌지,호주,56과,240,3600.0
3655,23.08.28,수입과일,오렌지,호주,56과,240,3600.0
3656,23.09.11,수입과일,오렌지,호주,56과,226,4068.0
3657,23.10.02,수입과일,오렌지,호주,56과,648,11664.0
3658,23.10.09,수입과일,오렌지,호주,56과,648,11664.0
3659,23.10.16,수입과일,오렌지,호주,56과,920,16560.0
3660,23.10.23,수입과일,오렌지,호주,56과,920,16560.0
3661,23.10.30,수입과일,오렌지,호주,56과,920,16560.0
3662,23.11.06,수입과일,오렌지,호주,56과,920,16560.0
3663,23.11.13,수입과일,오렌지,호주,56과,811,14598.0
3664,23.11.20,수입과일,오렌지,호주,56과,811,14598.0
3665,23.11.27,수입과일,오렌지,호주,56과,285,5130.0
3666,23.12.04,수입과일,오렌지,호주,56과,194,3492.0
3667,23.12.11,수입과일,오렌지,호주,56과,47,846.0
3668,23.12.18,수입과일,오렌지,호주,56과,47,846.0
3669,23.09.11,수입과일,오렌지,호주,72B6,7,126.0
3670,23.09.18,수입과일,오렌지,호주,72B6,7,126.0
3671,22.07.18,수입과일,오렌지,호주,72과,488,8296.0
3672,22.07.25,수입과일,오렌지,호주,72과,252,4284.0
3673,22.08.01,수입과일,오렌지,호주,72과,161,2898.0
3674,22.08.08,수입과일,오렌지,호주,72과,108,1944.0
3675,22.08.22,수입과일,오렌지,호주,72과,252,4536.0
3676,22.08.29,수입과일,오렌지,호주,72과,461,8298.0
3677,22.09.05,수입과일,오렌지,호주,72과,587,10566.0
3678,22.09.12,수입과일,오렌지,호주,72과,149,2682.0
3679,22.09.19,수입과일,오렌지,호주,72과,756,13608.0
3680,22.09.26,수입과일,오렌지,호주,72과,9,162.0
3681,22.10.03,수입과일,오렌지,호주,72과,513,9234.0
3682,22.10.10,수입과일,오렌지,호주,72과,513,9234.0
3683,22.10.17,수입과일,오렌지,호주,72과,145,2610.0
3684,22.10.24,수입과일,오렌지,호주,72과,71,1278.0
3685,23.07.17,수입과일,오렌지,호주,72과,630,11340.0
3686,23.07.24,수입과일,오렌지,호주,72과,1378,24804.0
3687,23.07.31,수입과일,오렌지,호주,72과,762,13716.0
3688,23.08.07,수입과일,오렌지,호주,72과,15,270.0
3689,23.08.14,수입과일,오렌지,호주,72과,97,1455.0
3690,23.08.21,수입과일,오렌지,호주,72과,97,1455.0
3691,23.08.28,수입과일,오렌지,호주,72과,160,2589.0
3692,23.09.04,수입과일,오렌지,호주,72과,132,2376.0
3693,23.09.11,수입과일,오렌지,호주,72과,126,2268.0
3694,23.09.18,수입과일,오렌지,호주,72과,94,1692.0
3695,23.09.25,수입과일,오렌지,호주,72과,134,2412.0
3696,23.10.02,수입과일,오렌지,호주,72과,1799,32382.0
3697,23.10.09,수입과일,오렌지,호주,72과,1799,32382.0
3698,23.10.16,수입과일,오렌지,호주,72과,2237,40266.0
3699,23.10.23,수입과일,오렌지,호주,72과,2069,37242.0
3700,23.10.30,수입과일,오렌지,호주,72과,2069,37242.0
3701,23.11.06,수입과일,오렌지,호주,72과,1563,28134.0
3702,23.11.13,수입과일,오렌지,호주,72과,548,9864.0
3703,23.11.20,수입과일,오렌지,호주,72과,84,1512.0
3704,23.11.27,수입과일,오렌지,호주,72과,84,1512.0
3705,23.12.04,수입과일,오렌지,호주,72과,22,396.0
3706,23.12.11,수입과일,오렌지,호주,72과,19,342.0
3707,23.12.18,수입과일,오렌지,호주,72과,19,342.0
3708,22.08.08,수입과일,오렌지,호주,88과,36,648.0
3709,22.08.29,수입과일,오렌지,호주,88과,45,810.0
3710,22.09.05,수입과일,오렌지,호주,88과,108,1944.0
3711,22.09.12,수입과일,오렌지,호주,88과,378,6804.0
3712,22.09.19,수입과일,오렌지,호주,88과,86,1548.0
3713,22.10.03,수입과일,오렌지,호주,88과,378,6804.0
3714,22.10.10,수입과일,오렌지,호주,88과,378,6804.0
3715,22.10.17,수입과일,오렌지,호주,88과,378,6804.0
3716,22.10.24,수입과일,오렌지,호주,88과,378,6804.0
3717,22.10.31,수입과일,오렌지,호주,88과,378,6804.0
3718,22.11.07,수입과일,오렌지,호주,88과,196,3528.0
3719,23.07.17,수입과일,오렌지,호주,88과,630,11340.0
3720,23.07.24,수입과일,오렌지,호주,88과,1008,18144.0
3721,23.07.31,수입과일,오렌지,호주,88과,45,810.0
3722,23.08.07,수입과일,오렌지,호주,88과,94,1692.0
3723,23.08.14,수입과일,오렌지,호주,88과,48,864.0
3724,23.08.21,수입과일,오렌지,호주,88과,1,18.0
3725,23.08.28,수입과일,오렌지,호주,88과,1,18.0
3726,23.09.04,수입과일,오렌지,호주,88과,690,12420.0
3727,23.09.11,수입과일,오렌지,호주,88과,648,11664.0
3728,23.09.18,수입과일,오렌지,호주,88과,227,4086.0
3729,23.09.25,수입과일,오렌지,호주,88과,501,9018.0
3730,23.10.02,수입과일,오렌지,호주,88과,1407,25326.0
3731,23.10.09,수입과일,오렌지,호주,88과,1281,23058.0
3732,23.10.16,수입과일,오렌지,호주,88과,1192,21456.0
3733,23.10.23,수입과일,오렌지,호주,88과,1066,19188.0
3734,23.10.30,수입과일,오렌지,호주,88과,933,16794.0
3735,23.11.06,수입과일,오렌지,호주,88과,870,15660.0
3736,23.11.13,수입과일,오렌지,호주,88과,663,11934.0
3737,23.11.20,수입과일,오렌지,호주,88과,515,9270.0
3738,23.11.27,수입과일,오렌지,호주,88과,336,6048.0
3739,23.12.04,수입과일,오렌지,호주,88과,114,2052.0
3740,23.09.25,수입과일,오렌지,호주,88과(2등급),884,15076.0
3741,23.10.02,수입과일,오렌지,호주,88과(2등급),874,14896.0
3742,23.10.09,수입과일,오렌지,호주,88과(2등급),793,13481.0
3743,23.10.16,수입과일,오렌지,호주,88과(2등급),655,11135.0
3744,23.10.23,수입과일,오렌지,호주,88과(2등급),498,8466.0
3745,23.10.30,수입과일,오렌지,호주,88과(2등급),281,4777.0
3746,23.11.06,수입과일,오렌지,호주,88과(2등급),150,2550.0
3747,23.11.13,수입과일,오렌지,호주,88과(2등급),81,1377.0
3748,23.11.20,수입과일,오렌지,호주,88과(2등급),2,34.0
3749,22.07.04,수입과일,자몽,남아공,32과,55,880.0
3750,22.07.11,수입과일,자몽,남아공,32과,55,880.0
3751,22.07.18,수입과일,자몽,남아공,32과,55,880.0
3752,22.07.25,수입과일,자몽,남아공,32과,55,880.0
3753,22.08.08,수입과일,자몽,남아공,32과,400,6400.0
3754,22.08.15,수입과일,자몽,남아공,32과,250,4000.0
3755,22.09.05,수입과일,자몽,남아공,32과,175,2800.0
3756,22.09.12,수입과일,자몽,남아공,32과,450,7200.0
3757,22.09.19,수입과일,자몽,남아공,32과,450,7200.0
3758,22.09.26,수입과일,자몽,남아공,32과,450,7200.0
3759,22.10.03,수입과일,자몽,남아공,32과,434,6944.0
3760,22.10.10,수입과일,자몽,남아공,32과,434,6944.0
3761,22.10.17,수입과일,자몽,남아공,32과,90,1440.0
3762,22.11.07,수입과일,자몽,남아공,32과,91,1377.0
3763,23.06.05,수입과일,자몽,남아공,32과,220,3520.0
3764,23.06.12,수입과일,자몽,남아공,32과,165,2640.0
3765,23.06.19,수입과일,자몽,남아공,32과,49,784.0
3766,23.06.26,수입과일,자몽,남아공,32과,324,5184.0
3767,23.07.03,수입과일,자몽,남아공,32과,676,10816.0
3768,23.07.10,수입과일,자몽,남아공,32과,379,6064.0
3769,23.07.17,수입과일,자몽,남아공,32과,220,3520.0
3770,23.07.24,수입과일,자몽,남아공,32과,220,3520.0
3771,23.07.31,수입과일,자몽,남아공,32과,620,9920.0
3772,23.08.07,수입과일,자몽,남아공,32과,435,6960.0
3773,22.06.20,수입과일,자몽,남아공,35과,120,1920.0
3774,22.06.27,수입과일,자몽,남아공,35과,120,1920.0
3775,22.07.04,수입과일,자몽,남아공,35과,480,7680.0
3776,22.07.11,수입과일,자몽,남아공,35과,442,7072.0
3777,22.07.18,수입과일,자몽,남아공,35과,141,2256.0
3778,22.07.25,수입과일,자몽,남아공,35과,100,1600.0
3779,22.08.08,수입과일,자몽,남아공,35과,169,2704.0
3780,22.08.15,수입과일,자몽,남아공,35과,103,1648.0
3781,22.08.22,수입과일,자몽,남아공,35과,68,1088.0
3782,22.08.29,수입과일,자몽,남아공,35과,130,2080.0
3783,22.09.05,수입과일,자몽,남아공,35과,580,9280.0
3784,22.09.12,수입과일,자몽,남아공,35과,1120,17920.0
3785,22.09.19,수입과일,자몽,남아공,35과,892,14272.0
3786,22.09.26,수입과일,자몽,남아공,35과,480,7680.0
3787,22.10.03,수입과일,자몽,남아공,35과,420,6720.0
3788,22.10.10,수입과일,자몽,남아공,35과,420,6720.0
3789,22.10.17,수입과일,자몽,남아공,35과,360,5760.0
3790,22.10.24,수입과일,자몽,남아공,35과,84,1344.0
3791,22.10.31,수입과일,자몽,남아공,35과,80,1280.0
3792,22.11.07,수입과일,자몽,남아공,35과,227,3405.0
3793,22.11.14,수입과일,자몽,남아공,35과,5,75.0
3794,23.06.05,수입과일,자몽,남아공,35과,390,6240.0
3795,23.06.26,수입과일,자몽,남아공,35과,60,960.0
3796,23.07.03,수입과일,자몽,남아공,35과,770,12320.0
3797,23.07.10,수입과일,자몽,남아공,35과,770,12320.0
3798,23.07.17,수입과일,자몽,남아공,35과,364,5824.0
3799,23.08.14,수입과일,자몽,남아공,35과,19,304.0
3800,22.06.20,수입과일,자몽,남아공,40과,754,12064.0
3801,22.06.27,수입과일,자몽,남아공,40과,728,11648.0
3802,22.07.04,수입과일,자몽,남아공,40과,980,15680.0
3803,22.07.11,수입과일,자몽,남아공,40과,195,3120.0
3804,22.07.18,수입과일,자몽,남아공,40과,1040,16640.0
3805,22.07.25,수입과일,자몽,남아공,40과,611,9776.0
3806,22.08.01,수입과일,자몽,남아공,40과,111,1776.0
3807,22.08.08,수입과일,자몽,남아공,40과,1219,19504.0
3808,22.08.15,수입과일,자몽,남아공,40과,1281,20496.0
3809,22.08.22,수입과일,자몽,남아공,40과,623,9968.0
3810,22.08.29,수입과일,자몽,남아공,40과,277,4237.0
3811,22.09.05,수입과일,자몽,남아공,40과,455,7280.0
3812,22.09.12,수입과일,자몽,남아공,40과,1455,23280.0
3813,22.09.19,수입과일,자몽,남아공,40과,1285,20560.0
3814,22.09.26,수입과일,자몽,남아공,40과,892,14272.0
3815,22.10.03,수입과일,자몽,남아공,40과,235,3760.0
3816,22.10.10,수입과일,자몽,남아공,40과,75,1200.0
3817,22.10.17,수입과일,자몽,남아공,40과,130,2080.0
3818,22.10.24,수입과일,자몽,남아공,40과,34,544.0
3819,22.11.14,수입과일,자몽,남아공,40과,223,3568.0
3820,23.06.05,수입과일,자몽,남아공,40과,260,4160.0
3821,23.06.26,수입과일,자몽,남아공,40과,130,2080.0
3822,23.07.03,수입과일,자몽,남아공,40과,555,8880.0
3823,23.07.10,수입과일,자몽,남아공,40과,577,9232.0
3824,23.07.17,수입과일,자몽,남아공,40과,575,9200.0
3825,23.07.24,수입과일,자몽,남아공,40과,657,10512.0
3826,23.07.31,수입과일,자몽,남아공,40과,320,5120.0
3827,23.08.07,수입과일,자몽,남아공,40과,157,2512.0
3828,23.08.14,수입과일,자몽,남아공,40과,236,3776.0
3829,22.06.20,수입과일,자몽,남아공,45과,530,8480.0
3830,22.06.27,수입과일,자몽,남아공,45과,335,5360.0
3831,22.07.04,수입과일,자몽,남아공,45과,554,8864.0
3832,22.07.11,수입과일,자몽,남아공,45과,359,5744.0
3833,22.07.18,수입과일,자몽,남아공,45과,548,8768.0
3834,22.07.25,수입과일,자몽,남아공,45과,546,8736.0
3835,22.08.01,수입과일,자몽,남아공,45과,537,8592.0
3836,22.08.08,수입과일,자몽,남아공,45과,795,12720.0
3837,22.08.15,수입과일,자몽,남아공,45과,777,12432.0
3838,22.08.22,수입과일,자몽,남아공,45과,745,11920.0
3839,22.08.29,수입과일,자몽,남아공,45과,713,11408.0
3840,22.09.05,수입과일,자몽,남아공,45과,899,14384.0
3841,22.09.12,수입과일,자몽,남아공,45과,1282,20512.0
3842,22.09.19,수입과일,자몽,남아공,45과,1184,18944.0
3843,22.09.26,수입과일,자몽,남아공,45과,845,13520.0
3844,22.10.03,수입과일,자몽,남아공,45과,474,7584.0
3845,22.10.10,수입과일,자몽,남아공,45과,390,6240.0
3846,22.10.17,수입과일,자몽,남아공,45과,258,4128.0
3847,22.10.24,수입과일,자몽,남아공,45과,90,1440.0
3848,23.06.05,수입과일,자몽,남아공,45과,325,5200.0
3849,23.07.03,수입과일,자몽,남아공,45과,65,1040.0
3850,23.07.10,수입과일,자몽,남아공,45과,65,1040.0
3851,23.07.17,수입과일,자몽,남아공,45과,65,1040.0
3852,22.06.20,수입과일,자몽,남아공,50과,420,6720.0
3853,22.06.27,수입과일,자몽,남아공,50과,350,5600.0
3854,22.07.04,수입과일,자몽,남아공,50과,250,4000.0
3855,22.07.11,수입과일,자몽,남아공,50과,40,640.0
3856,22.08.08,수입과일,자몽,남아공,50과,140,2240.0
3857,22.08.15,수입과일,자몽,남아공,50과,140,2240.0
3858,22.09.05,수입과일,자몽,남아공,50과,70,1120.0
3859,22.09.12,수입과일,자몽,남아공,50과,840,13440.0
3860,22.09.19,수입과일,자몽,남아공,50과,777,12432.0
3861,22.09.26,수입과일,자몽,남아공,50과,497,7952.0
3862,22.10.03,수입과일,자몽,남아공,50과,217,3472.0
3863,22.10.10,수입과일,자몽,남아공,50과,217,3472.0
3864,22.10.17,수입과일,자몽,남아공,50과,217,3472.0
3865,22.10.24,수입과일,자몽,남아공,50과,217,3472.0
3866,22.10.31,수입과일,자몽,남아공,50과,217,3472.0
3867,23.06.05,수입과일,자몽,남아공,50과,65,1040.0
3868,23.07.03,수입과일,자몽,남아공,50과,65,1040.0
3869,23.07.10,수입과일,자몽,남아공,50과,65,1040.0
3870,23.07.17,수입과일,자몽,남아공,50과,65,1040.0
3871,23.07.24,수입과일,자몽,남아공,50과,65,1040.0
3872,22.06.20,수입과일,자몽,남아공,55과,210,3360.0
3873,22.06.27,수입과일,자몽,남아공,55과,210,3360.0
3874,22.07.04,수입과일,자몽,남아공,55과,70,1120.0
3875,22.08.08,수입과일,자몽,남아공,55과,210,3360.0
3876,22.08.15,수입과일,자몽,남아공,55과,210,3360.0
3877,22.08.22,수입과일,자몽,남아공,55과,70,1120.0
3878,22.08.29,수입과일,자몽,남아공,55과,24,384.0
3879,22.09.05,수입과일,자몽,남아공,55과,24,384.0
3880,22.09.12,수입과일,자몽,남아공,55과,24,384.0
3881,22.09.19,수입과일,자몽,남아공,55과,24,384.0
3882,22.09.26,수입과일,자몽,남아공,55과,24,384.0
3883,22.10.03,수입과일,자몽,남아공,55과,24,384.0
3884,22.10.10,수입과일,자몽,남아공,55과,24,384.0
3885,22.10.17,수입과일,자몽,남아공,55과,24,384.0
3886,22.10.24,수입과일,자몽,남아공,55과,24,384.0
3887,22.10.31,수입과일,자몽,남아공,55과,24,384.0
3888,23.04.03,수입과일,자몽,이스라엘,32과,120,1920.0
3889,23.04.10,수입과일,자몽,이스라엘,32과,120,1920.0
3890,23.04.17,수입과일,자몽,이스라엘,32과,120,1920.0
3891,23.04.24,수입과일,자몽,이스라엘,32과,120,1920.0
3892,23.05.01,수입과일,자몽,이스라엘,32과,5,80.0
3893,23.05.08,수입과일,자몽,이스라엘,32과,5,80.0
3894,23.05.15,수입과일,자몽,이스라엘,32과,5,80.0
3895,24.01.29,수입과일,자몽,이스라엘,32과,240,3840.0
3896,23.01.16,수입과일,자몽,이스라엘,35과,390,5850.0
3897,23.01.23,수입과일,자몽,이스라엘,35과,336,5040.0
3898,23.01.30,수입과일,자몽,이스라엘,35과,642,9630.0
3899,23.02.06,수입과일,자몽,이스라엘,35과,414,6210.0
3900,23.02.13,수입과일,자몽,이스라엘,35과,196,2940.0
3901,23.02.20,수입과일,자몽,이스라엘,35과,196,2940.0
3902,23.02.27,수입과일,자몽,이스라엘,35과,21,315.0
3903,23.03.13,수입과일,자몽,이스라엘,35과,390,5850.0
3904,23.03.20,수입과일,자몽,이스라엘,35과,298,4470.0
3905,23.03.27,수입과일,자몽,이스라엘,35과,2,30.0
3906,23.04.03,수입과일,자몽,이스라엘,35과,325,5200.0
3907,23.04.10,수입과일,자몽,이스라엘,35과,325,5200.0
3908,23.04.17,수입과일,자몽,이스라엘,35과,130,2080.0
3909,23.04.24,수입과일,자몽,이스라엘,35과,130,2080.0
3910,24.01.15,수입과일,자몽,이스라엘,35과,119,1904.0
3911,24.01.29,수입과일,자몽,이스라엘,35과,367,5872.0
3912,24.02.05,수입과일,자몽,이스라엘,35과,154,2464.0
3913,24.02.12,수입과일,자몽,이스라엘,35과,144,2304.0
3914,24.02.19,수입과일,자몽,이스라엘,35과,66,990.0
3915,24.03.04,수입과일,자몽,이스라엘,35과,67,1005.0
3916,24.03.11,수입과일,자몽,이스라엘,35과,76,1140.0
3917,23.01.02,수입과일,자몽,이스라엘,40과,233,3728.0
3918,23.01.30,수입과일,자몽,이스라엘,40과,260,3900.0
3919,23.02.06,수입과일,자몽,이스라엘,40과,260,3900.0
3920,23.02.13,수입과일,자몽,이스라엘,40과,260,3900.0
3921,23.02.20,수입과일,자몽,이스라엘,40과,260,3900.0
3922,23.03.13,수입과일,자몽,이스라엘,40과,99,1485.0
3923,23.04.03,수입과일,자몽,이스라엘,40과,442,7072.0
3924,23.04.10,수입과일,자몽,이스라엘,40과,208,3328.0
3925,24.01.29,수입과일,자몽,이스라엘,40과,702,11232.0
3926,24.02.05,수입과일,자몽,이스라엘,40과,307,4912.0
3927,24.02.12,수입과일,자몽,이스라엘,40과,27,432.0
3928,24.02.19,수입과일,자몽,이스라엘,40과,83,1245.0
3929,24.02.26,수입과일,자몽,이스라엘,40과,240,3600.0
3930,24.03.04,수입과일,자몽,이스라엘,40과,192,2880.0
3931,22.12.26,수입과일,자몽,이스라엘,45과,9,144.0
3932,23.01.02,수입과일,자몽,이스라엘,45과,659,10544.0
3933,23.01.09,수입과일,자몽,이스라엘,45과,484,7744.0
3934,23.01.16,수입과일,자몽,이스라엘,45과,70,1120.0
3935,23.01.30,수입과일,자몽,이스라엘,45과,419,6285.0
3936,23.02.06,수입과일,자몽,이스라엘,45과,420,6300.0
3937,23.02.13,수입과일,자몽,이스라엘,45과,336,5040.0
3938,23.02.20,수입과일,자몽,이스라엘,45과,116,1740.0
3939,23.02.27,수입과일,자몽,이스라엘,45과,103,1545.0
3940,23.03.13,수입과일,자몽,이스라엘,45과,253,3795.0
3941,23.03.20,수입과일,자몽,이스라엘,45과,244,3660.0
3942,23.03.27,수입과일,자몽,이스라엘,45과,113,1695.0
3943,23.04.03,수입과일,자몽,이스라엘,45과,514,8224.0
3944,23.04.10,수입과일,자몽,이스라엘,45과,316,5056.0
3945,23.04.17,수입과일,자몽,이스라엘,45과,569,9104.0
3946,23.04.24,수입과일,자몽,이스라엘,45과,337,5392.0
3947,23.05.01,수입과일,자몽,이스라엘,45과,50,800.0
3948,23.05.08,수입과일,자몽,이스라엘,45과,27,432.0
3949,23.05.15,수입과일,자몽,이스라엘,45과,27,432.0
3950,24.01.15,수입과일,자몽,이스라엘,45과,260,4160.0
3951,24.01.29,수입과일,자몽,이스라엘,45과,715,11440.0
3952,24.02.05,수입과일,자몽,이스라엘,45과,494,7904.0
3953,24.02.12,수입과일,자몽,이스라엘,45과,84,1344.0
3954,24.02.19,수입과일,자몽,이스라엘,45과,33,528.0
3955,23.01.30,수입과일,자몽,이스라엘,50과,130,1950.0
3956,23.03.13,수입과일,자몽,이스라엘,50과,195,2925.0
3957,23.03.20,수입과일,자몽,이스라엘,50과,42,630.0
3958,23.03.27,수입과일,자몽,이스라엘,50과,41,615.0
3959,23.04.03,수입과일,자몽,이스라엘,50과,64,1024.0
3960,23.04.10,수입과일,자몽,이스라엘,50과,64,1024.0
3961,23.04.17,수입과일,자몽,이스라엘,50과,64,1024.0
3962,23.04.24,수입과일,자몽,이스라엘,50과,35,560.0
3963,23.05.01,수입과일,자몽,이스라엘,50과,100,1600.0
3964,23.05.08,수입과일,자몽,이스라엘,50과,100,1600.0
3965,23.05.15,수입과일,자몽,이스라엘,50과,95,1520.0
3966,24.01.22,수입과일,자몽,이스라엘,50과,63,1008.0
3967,24.01.29,수입과일,자몽,이스라엘,50과,130,2080.0
3968,24.02.05,수입과일,자몽,이스라엘,50과,57,912.0
3969,24.02.12,수입과일,자몽,이스라엘,50과,76,1216.0
3970,24.02.19,수입과일,자몽,이스라엘,50과,7,105.0
3971,24.02.26,수입과일,자몽,이스라엘,50과,37,555.0
3972,24.03.04,수입과일,자몽,이스라엘,50과,44,660.0
3973,23.01.30,수입과일,자몽,이스라엘,55과,130,1950.0
3974,23.03.13,수입과일,자몽,이스라엘,55과,195,2925.0
3975,23.03.20,수입과일,자몽,이스라엘,55과,195,2925.0
3976,23.03.27,수입과일,자몽,이스라엘,55과,195,2925.0
3977,23.04.03,수입과일,자몽,이스라엘,55과,25,375.0
3978,23.04.10,수입과일,자몽,이스라엘,55과,25,375.0
3979,23.04.17,수입과일,자몽,이스라엘,55과,25,375.0
3980,24.01.15,수입과일,자몽,이스라엘,55과,65,1040.0
3981,24.01.29,수입과일,자몽,이스라엘,55과,65,1040.0
3982,22.01.03,수입과일,자몽,일반,36과,162,2592.0
3983,22.01.10,수입과일,자몽,일반,36과,385,6160.0
3984,22.01.17,수입과일,자몽,일반,36과,108,1728.0
3985,22.01.24,수입과일,자몽,일반,36과,63,1008.0
3986,22.01.31,수입과일,자몽,일반,36과,189,3024.0
3987,22.02.07,수입과일,자몽,일반,36과,116,1856.0
3988,22.02.14,수입과일,자몽,일반,36과,28,448.0
3989,22.02.21,수입과일,자몽,일반,36과,28,448.0
3990,22.01.03,수입과일,자몽,일반,40과,303,4848.0
3991,22.01.10,수입과일,자몽,일반,40과,580,9280.0
3992,22.01.17,수입과일,자몽,일반,40과,499,7984.0
3993,22.01.24,수입과일,자몽,일반,40과,565,9040.0
3994,22.01.31,수입과일,자몽,일반,40과,63,1008.0
3995,22.02.07,수입과일,자몽,일반,40과,404,6464.0
3996,22.02.14,수입과일,자몽,일반,40과,8,128.0
3997,22.02.21,수입과일,자몽,일반,40과,8,128.0
3998,22.01.03,수입과일,자몽,일반,48과,54,864.0
3999,22.01.10,수입과일,자몽,일반,48과,113,1808.0
4000,22.01.17,수입과일,자몽,일반,48과,63,1008.0
4001,22.01.03,수입과일,자몽,일반,56과,52,832.0
4002,22.01.10,수입과일,자몽,일반,56과,106,1696.0
4003,22.01.17,수입과일,자몽,일반,56과,106,1696.0
4004,22.01.24,수입과일,자몽,일반,56과,106,1696.0
4005,23.05.22,수입과일,자몽,켈리포니아,23과,3,48.0
4006,23.05.29,수입과일,자몽,켈리포니아,23과,3,48.0
4007,23.10.30,수입과일,자몽,켈리포니아,27과,315,5040.0
4008,23.11.06,수입과일,자몽,켈리포니아,27과,209,3344.0
4009,23.11.13,수입과일,자몽,켈리포니아,27과,1,16.0
4010,23.11.20,수입과일,자몽,켈리포니아,27과,1,16.0
4011,23.11.27,수입과일,자몽,켈리포니아,27과,1,16.0
4012,23.12.04,수입과일,자몽,켈리포니아,27과,1,16.0
4013,23.12.11,수입과일,자몽,켈리포니아,27과,1,16.0
4014,24.04.01,수입과일,자몽,켈리포니아,27과,252,4032.0
4015,24.04.08,수입과일,자몽,켈리포니아,27과,252,4032.0
4016,24.04.15,수입과일,자몽,켈리포니아,27과,315,5040.0
4017,24.04.22,수입과일,자몽,켈리포니아,27과,504,8064.0
4018,22.02.14,수입과일,자몽,켈리포니아,32과,496,7936.0
4019,22.02.21,수입과일,자몽,켈리포니아,32과,464,7424.0
4020,22.02.28,수입과일,자몽,켈리포니아,32과,578,9248.0
4021,22.03.07,수입과일,자몽,켈리포니아,32과,433,6928.0
4022,22.03.14,수입과일,자몽,켈리포니아,32과,1022,16352.0
4023,22.03.21,수입과일,자몽,켈리포니아,32과,318,5088.0
4024,22.04.18,수입과일,자몽,켈리포니아,32과,126,2016.0
4025,22.04.25,수입과일,자몽,켈리포니아,32과,126,2016.0
4026,22.05.02,수입과일,자몽,켈리포니아,32과,19,304.0
4027,22.06.06,수입과일,자몽,켈리포니아,32과,126,2016.0
4028,22.06.13,수입과일,자몽,켈리포니아,32과,126,2016.0
4029,22.06.20,수입과일,자몽,켈리포니아,32과,126,2016.0
4030,23.05.01,수입과일,자몽,켈리포니아,32과,504,8064.0
4031,23.05.08,수입과일,자몽,켈리포니아,32과,1581,25296.0
4032,23.05.15,수입과일,자몽,켈리포니아,32과,1209,19344.0
4033,23.05.22,수입과일,자몽,켈리포니아,32과,1209,19344.0
4034,23.05.29,수입과일,자몽,켈리포니아,32과,1090,17440.0
4035,23.06.05,수입과일,자몽,켈리포니아,32과,901,14416.0
4036,23.06.12,수입과일,자몽,켈리포니아,32과,548,8768.0
4037,23.06.19,수입과일,자몽,켈리포니아,32과,120,1920.0
4038,23.10.30,수입과일,자몽,켈리포니아,32과,189,3024.0
4039,24.04.01,수입과일,자몽,켈리포니아,32과,504,8064.0
4040,24.04.08,수입과일,자몽,켈리포니아,32과,405,6480.0
4041,24.04.15,수입과일,자몽,켈리포니아,32과,626,10016.0
4042,24.04.22,수입과일,자몽,켈리포니아,32과,554,8864.0
4043,22.02.14,수입과일,자몽,켈리포니아,36과,634,10144.0
4044,22.02.21,수입과일,자몽,켈리포니아,36과,497,7952.0
4045,22.02.28,수입과일,자몽,켈리포니아,36과,627,10032.0
4046,22.03.07,수입과일,자몽,켈리포니아,36과,436,6976.0
4047,22.03.14,수입과일,자몽,켈리포니아,36과,738,11808.0
4048,22.03.21,수입과일,자몽,켈리포니아,36과,550,8800.0
4049,22.03.28,수입과일,자몽,켈리포니아,36과,137,2192.0
4050,22.04.11,수입과일,자몽,켈리포니아,36과,35,560.0
4051,22.04.18,수입과일,자몽,켈리포니아,36과,864,13824.0
4052,22.04.25,수입과일,자몽,켈리포니아,36과,374,5984.0
4053,22.05.02,수입과일,자몽,켈리포니아,36과,302,4832.0
4054,22.05.16,수입과일,자몽,켈리포니아,36과,315,5040.0
4055,22.05.23,수입과일,자몽,켈리포니아,36과,194,3104.0
4056,22.05.30,수입과일,자몽,켈리포니아,36과,27,432.0
4057,22.06.06,수입과일,자몽,켈리포니아,36과,1019,16304.0
4058,22.06.13,수입과일,자몽,켈리포니아,36과,626,10016.0
4059,22.06.20,수입과일,자몽,켈리포니아,36과,239,3824.0
4060,23.05.01,수입과일,자몽,켈리포니아,36과,504,8064.0
4061,23.05.08,수입과일,자몽,켈리포니아,36과,441,7056.0
4062,23.05.15,수입과일,자몽,켈리포니아,36과,414,6624.0
4063,23.05.22,수입과일,자몽,켈리포니아,36과,407,6512.0
